Text,Location,Source,Timestamp,Category,pre_reason,cluster,final_category,is_wrong,error_reason,predicted_category,correct
"Multiple climate events including landslide affecting Guwahati, Assam with severe impact.","Guwahati, Assam",Weather Dept,2024-12-05T15:40:53Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Multiple climate events including cold_wave affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",IMD Bulletin,2025-09-30T12:15:48Z,COLD_WAVE,Indicates cold wave conditions,9,FLOODS,True,Cold wave merged into general extreme weather cluster,FLOODS,False
"Cold wave with very low temperatures in Bengaluru, Karnataka.","Bengaluru, Karnataka",Local News,2024-10-11T23:21:30Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Hailstorm damaging crops and vehicles in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",IMD Bulletin,2025-09-16T13:06:51Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Wildfire spreading rapidly in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",District Collector Office,2025-09-26T20:22:57Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Extreme heatwave conditions observed in Jaipur, Rajasthan.","Jaipur, Rajasthan",NDTV News,2023-05-25T06:12:38Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Cold wave with very low temperatures in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",District Collector Office,2023-04-09T15:03:52Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Hailstorm damaging crops and vehicles in Mysuru, Karnataka.","Mysuru, Karnataka",Local News,2023-07-09T23:56:00Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Landslides triggered due to rainfall in Delhi, NCR.","Delhi, NCR",IMD Bulletin,2023-06-20T12:50:46Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Hailstorm damaging crops and vehicles in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",Weather Dept,2023-11-17T07:45:00Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Hailstorm damaging crops and vehicles in Warangal, Telangana.","Warangal, Telangana",IMD Bulletin,2024-11-14T23:17:17Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including wildfire affecting Tirunelveli, Tamil Nadu with severe impact.","Tirunelveli, Tamil Nadu",NDTV News,2023-11-30T03:27:35Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Multiple climate events including air_pollution affecting Visakhapatnam, Andhra Pradesh with severe impact.","Visakhapatnam, Andhra Pradesh",IMD Bulletin,2023-09-17T14:39:12Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Landslides triggered due to rainfall in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",Local News,2024-06-27T20:43:51Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Multiple climate events including heatwave affecting Coimbatore, Tamil Nadu with severe impact.","Coimbatore, Tamil Nadu",Local News,2025-03-12T01:04:39Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Multiple climate events including wildfire affecting Warangal, Telangana with severe impact.","Warangal, Telangana",NDTV News,2023-11-15T18:42:35Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Wildfire spreading rapidly in Pune, Maharashtra.","Pune, Maharashtra",District Collector Office,2023-09-10T13:16:50Z,WILDFIRE,Indicates wildfire spreading,7,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Heavy rainfall has caused flooding in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",IMD Bulletin,2024-11-10T23:50:11Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Wildfire spreading rapidly in Guwahati, Assam.","Guwahati, Assam",IMD Bulletin,2024-11-06T13:12:35Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Hailstorm damaging crops and vehicles in Pune, Maharashtra.","Pune, Maharashtra",NDTV News,2024-05-04T10:47:08Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Severe drought affecting water supply in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",The Hindu,2025-08-07T11:32:21Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Hailstorm damaging crops and vehicles in Warangal, Telangana.","Warangal, Telangana",NDTV News,2024-11-21T10:02:49Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including wildfire affecting Chennai, Tamil Nadu with severe impact.","Chennai, Tamil Nadu",District Collector Office,2024-04-30T04:57:09Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Heavy rainfall has caused flooding in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",Local News,2024-10-02T01:23:51Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Air quality dropped to hazardous levels in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",Local News,2024-08-29T11:30:01Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cyclone causing strong winds and rain in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",NDTV News,2023-12-05T07:46:20Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including cyclone affecting Coimbatore, Tamil Nadu with severe impact.","Coimbatore, Tamil Nadu",IMD Bulletin,2024-11-21T07:02:52Z,CYCLONE,General climate event,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Hailstorm damaging crops and vehicles in Bengaluru, Karnataka.","Bengaluru, Karnataka",Weather Dept,2024-12-16T14:14:44Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including heatwave affecting Kochi, Kerala with severe impact.","Kochi, Kerala",Weather Dept,2024-05-13T02:16:56Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Cold wave with very low temperatures in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",Weather Dept,2023-04-08T12:39:48Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Heavy rainfall has caused flooding in Mumbai, Maharashtra.","Mumbai, Maharashtra",Local News,2024-08-10T12:23:41Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Air quality dropped to hazardous levels in Katpadi, Vellore.","Katpadi, Vellore",Twitter,2023-09-30T18:16:30Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Multiple climate events including heatwave affecting Madurai, Tamil Nadu with severe impact.","Madurai, Tamil Nadu",Weather Dept,2024-05-14T12:21:11Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Severe drought affecting water supply in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",Twitter,2024-04-22T20:18:26Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Cyclone causing strong winds and rain in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",Local News,2023-06-18T15:47:06Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including air_pollution affecting Anantapur, Andhra Pradesh with severe impact.","Anantapur, Andhra Pradesh",The Hindu,2024-10-08T12:43:10Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Heavy rainfall has caused flooding in Bengaluru, Karnataka.","Bengaluru, Karnataka",The Hindu,2024-06-18T20:12:07Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Heavy rainfall has caused flooding in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",District Collector Office,2024-06-26T08:09:52Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Multiple climate events including wildfire affecting Guwahati, Assam with severe impact.","Guwahati, Assam",Twitter,2025-03-18T18:16:46Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Multiple climate events including air_pollution affecting Madurai, Tamil Nadu with severe impact.","Madurai, Tamil Nadu",IMD Bulletin,2023-10-11T00:16:10Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Thunderstorm with lightning strikes in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",The Hindu,2025-06-29T04:45:32Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Wildfire spreading rapidly in Kochi, Kerala.","Kochi, Kerala",Local News,2025-06-11T21:08:59Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Wildfire spreading rapidly in Bengaluru, Karnataka.","Bengaluru, Karnataka",NDTV News,2023-09-23T04:50:58Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Cyclone causing strong winds and rain in Kolkata, West Bengal.","Kolkata, West Bengal",Twitter,2024-11-22T03:08:33Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Extreme heatwave conditions observed in Mumbai, Maharashtra.","Mumbai, Maharashtra",Local News,2023-08-15T05:15:46Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Cyclone causing strong winds and rain in Mumbai, Maharashtra.","Mumbai, Maharashtra",Weather Dept,2024-08-06T11:12:20Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Landslides triggered due to rainfall in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",District Collector Office,2025-06-03T07:29:27Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Thunderstorm with lightning strikes in Mysuru, Karnataka.","Mysuru, Karnataka",Twitter,2023-01-11T21:42:23Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Severe drought affecting water supply in Bengaluru, Karnataka.","Bengaluru, Karnataka",Local News,2024-09-24T16:12:33Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Heavy rainfall has caused flooding in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",NDTV News,2025-11-12T19:39:05Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Landslides triggered due to rainfall in Katpadi, Vellore.","Katpadi, Vellore",NDTV News,2025-06-27T07:34:42Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Severe drought affecting water supply in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",District Collector Office,2023-09-05T22:48:06Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Heavy rainfall has caused flooding in Munnar, Kerala.","Munnar, Kerala",Weather Dept,2024-09-01T21:58:49Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Multiple climate events including hailstorm affecting Kochi, Kerala with severe impact.","Kochi, Kerala",District Collector Office,2024-11-11T04:05:13Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Multiple climate events including heatwave affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",Twitter,2024-04-18T00:34:42Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Heavy rainfall has caused flooding in Kochi, Kerala.","Kochi, Kerala",Weather Dept,2023-05-15T12:27:51Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Extreme heatwave conditions observed in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",District Collector Office,2025-08-11T17:09:33Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Thunderstorm with lightning strikes in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",NDTV News,2023-12-14T16:01:08Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Multiple climate events including hailstorm affecting Visakhapatnam, Andhra Pradesh with severe impact.","Visakhapatnam, Andhra Pradesh",Twitter,2023-09-26T19:31:48Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Severe drought affecting water supply in Delhi, NCR.","Delhi, NCR",The Hindu,2024-08-21T07:37:45Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Hailstorm damaging crops and vehicles in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",Local News,2023-01-14T20:09:42Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including air_pollution affecting Pune, Maharashtra with severe impact.","Pune, Maharashtra",The Hindu,2025-01-11T06:28:52Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Cold wave with very low temperatures in Pune, Maharashtra.","Pune, Maharashtra",The Hindu,2025-11-08T15:34:45Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Multiple climate events including drought affecting Munnar, Kerala with severe impact.","Munnar, Kerala",The Hindu,2025-06-08T07:00:44Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Hailstorm damaging crops and vehicles in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",The Hindu,2023-04-29T13:08:26Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Landslides triggered due to rainfall in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",Twitter,2025-11-01T09:57:18Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Severe drought affecting water supply in Kochi, Kerala.","Kochi, Kerala",District Collector Office,2024-02-19T22:48:36Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Landslides triggered due to rainfall in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Twitter,2024-06-06T11:49:30Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Severe drought affecting water supply in Munnar, Kerala.","Munnar, Kerala",Weather Dept,2025-08-16T09:31:42Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Thunderstorm with lightning strikes in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",District Collector Office,2025-09-08T02:44:29Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Multiple climate events including drought affecting Delhi, NCR with severe impact.","Delhi, NCR",Twitter,2025-02-27T12:15:53Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Multiple climate events including air_pollution affecting Delhi, NCR with severe impact.","Delhi, NCR",The Hindu,2024-09-20T00:04:01Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Cold wave with very low temperatures in Munnar, Kerala.","Munnar, Kerala",IMD Bulletin,2025-10-06T04:41:53Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Extreme heatwave conditions observed in Kolkata, West Bengal.","Kolkata, West Bengal",Twitter,2024-03-06T22:31:52Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
